question,answer
Tôi có thể đặt lịch khám Da liễu ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Da liễu qua website hoặc tổng đài.
Tôi cần tư vấn về trầm cảm,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về trầm cảm.
Tôi cần tư vấn về suy tim,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về suy tim.
Khoa Mắt làm việc khi nào?,"Khoa Mắt làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi muốn gặp bác sĩ chuyên về đau thần kinh tọa,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Phục hồi chức năng.
Tôi muốn gặp bác sĩ chuyên về tiểu đường,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Phục hồi chức năng.
Giá khám ở khoa Nội là bao nhiêu?,Chi phí khám ở khoa Nội phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Giá khám ở khoa Da liễu là bao nhiêu?,Chi phí khám ở khoa Da liễu phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Dịch vụ tư vấn dinh dưỡng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tư vấn dinh dưỡng."
Tôi có thể đặt lịch khám Cơ xương khớp ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Cơ xương khớp qua website hoặc tổng đài.
Dịch vụ xét nghiệm máu có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ xét nghiệm máu."
Tôi có thể đặt lịch khám Da liễu ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Da liễu qua website hoặc tổng đài.
"Tôi bị ho, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tim mạch để được bác sĩ thăm khám.
Tôi muốn gặp bác sĩ chuyên về viêm gan,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Mắt.
Khoa Ngoại làm việc khi nào?,"Khoa Ngoại làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
"Tôi bị đau họng, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Răng Hàm Mặt để được bác sĩ thăm khám.
Tôi cần tư vấn về đau thần kinh tọa,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về đau thần kinh tọa.
Khoa Phục hồi chức năng làm việc khi nào?,"Khoa Phục hồi chức năng làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
"Tôi bị buồn nôn, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tai Mũi Họng để được bác sĩ thăm khám.
Tôi cần tư vấn về đau dạ dày,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về đau dạ dày.
Tôi muốn gặp bác sĩ chuyên về viêm khớp,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Y học cổ truyền.
Khoa Nội làm việc khi nào?,"Khoa Nội làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Khoa Tim mạch làm việc khi nào?,"Khoa Tim mạch làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Dịch vụ điều trị vật lý trị liệu có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ điều trị vật lý trị liệu."
Dịch vụ xét nghiệm máu có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ xét nghiệm máu."
Giá khám ở khoa Y học cổ truyền là bao nhiêu?,Chi phí khám ở khoa Y học cổ truyền phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
"Tôi bị phát ban, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Mắt để được bác sĩ thăm khám.
Dịch vụ chụp X-quang có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ chụp X-quang."
Bệnh viện có khoa Tiêu hóa không?,"Có, bệnh viện có chuyên khoa Tiêu hóa."
Giá khám ở khoa Mắt là bao nhiêu?,Chi phí khám ở khoa Mắt phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Bệnh viện có khoa Sản không?,"Có, bệnh viện có chuyên khoa Sản."
Bệnh viện có khoa Hô hấp không?,"Có, bệnh viện có chuyên khoa Hô hấp."
Dịch vụ nội soi có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ nội soi."
"Tôi bị mệt mỏi, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tim mạch để được bác sĩ thăm khám.
Tôi cần tư vấn về viêm gan,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm gan.
Dịch vụ chụp X-quang có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ chụp X-quang."
Tôi cần tư vấn về tiểu đường,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về tiểu đường.
Giá khám ở khoa Răng Hàm Mặt là bao nhiêu?,Chi phí khám ở khoa Răng Hàm Mặt phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Triệu chứng đau bụng có nguy hiểm không?,Triệu chứng đau bụng có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Dịch vụ chụp X-quang có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ chụp X-quang."
Tôi cần tư vấn về viêm gan,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm gan.
"Tôi bị đau mắt, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Ngoại để được bác sĩ thăm khám.
"Tôi bị đau họng, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Phục hồi chức năng để được bác sĩ thăm khám.
Tôi muốn gặp bác sĩ chuyên về tiểu đường,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Cơ xương khớp.
Tôi có thể đặt lịch khám Răng Hàm Mặt ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Răng Hàm Mặt qua website hoặc tổng đài.
Tôi cần tư vấn về cao huyết áp,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về cao huyết áp.
Khoa Nhi làm việc khi nào?,"Khoa Nhi làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi muốn gặp bác sĩ chuyên về đau thần kinh tọa,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Mắt.
"Tôi bị mệt mỏi, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Răng Hàm Mặt để được bác sĩ thăm khám.
Tôi có thể đặt lịch khám Hô hấp ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Hô hấp qua website hoặc tổng đài.
Tôi có thể đặt lịch khám Nhi ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Nhi qua website hoặc tổng đài.
Giá khám ở khoa Thần kinh là bao nhiêu?,Chi phí khám ở khoa Thần kinh phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi có thể đặt lịch khám Sản ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Sản qua website hoặc tổng đài.
Tôi muốn gặp bác sĩ chuyên về đau dạ dày,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Thần kinh.
Dịch vụ siêu âm có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ siêu âm."
Khoa Nhi làm việc khi nào?,"Khoa Nhi làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
"Tôi bị đau bụng, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Nội để được bác sĩ thăm khám.
Khoa Tiêu hóa làm việc khi nào?,"Khoa Tiêu hóa làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Giá khám ở khoa Hô hấp là bao nhiêu?,Chi phí khám ở khoa Hô hấp phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi có thể đặt lịch khám Tiêu hóa ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Tiêu hóa qua website hoặc tổng đài.
Dịch vụ tiêm chủng có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ tiêm chủng."
Tôi có thể đặt lịch khám Cơ xương khớp ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Cơ xương khớp qua website hoặc tổng đài.
Triệu chứng sưng khớp có nguy hiểm không?,Triệu chứng sưng khớp có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi muốn gặp bác sĩ chuyên về viêm gan,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Phục hồi chức năng.
"Tôi bị đau mắt, khó thở, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Giá khám ở khoa Tim mạch là bao nhiêu?,Chi phí khám ở khoa Tim mạch phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
"Tôi bị mệt mỏi, sốt, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Dịch vụ xét nghiệm máu có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ xét nghiệm máu."
Tôi cần tư vấn về đau thần kinh tọa,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về đau thần kinh tọa.
Tôi muốn gặp bác sĩ chuyên về viêm gan,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Tai Mũi Họng.
"Tôi bị đau ngực, đau khớp, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Triệu chứng phát ban có nguy hiểm không?,Triệu chứng phát ban có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi cần tư vấn về đau dạ dày,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về đau dạ dày.
Giá khám ở khoa Răng Hàm Mặt là bao nhiêu?,Chi phí khám ở khoa Răng Hàm Mặt phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Dịch vụ khám tổng quát có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ khám tổng quát."
Tôi cần tư vấn về tiểu đường,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về tiểu đường.
Tôi có thể đặt lịch khám Sản ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Sản qua website hoặc tổng đài.
"Tôi bị buồn nôn, đau mắt, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi cần tư vấn về viêm phổi,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm phổi.
Dịch vụ siêu âm có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ siêu âm."
Dịch vụ siêu âm có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ siêu âm."
"Tôi bị đau lưng, tiêu chảy, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Dịch vụ chụp X-quang có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ chụp X-quang."
Triệu chứng chán ăn có nguy hiểm không?,Triệu chứng chán ăn có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi cần tư vấn về tiểu đường,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về tiểu đường.
Bệnh viện có khoa Phục hồi chức năng không?,"Có, bệnh viện có chuyên khoa Phục hồi chức năng."
"Tôi bị mẩn đỏ, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Nội để được bác sĩ thăm khám.
Tôi có thể đặt lịch khám Hô hấp ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Hô hấp qua website hoặc tổng đài.
Tôi có thể đặt lịch khám Da liễu ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Da liễu qua website hoặc tổng đài.
Tôi muốn gặp bác sĩ chuyên về viêm khớp,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nội.
Giá khám ở khoa Tai Mũi Họng là bao nhiêu?,Chi phí khám ở khoa Tai Mũi Họng phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
"Tôi bị phát ban, đau lưng, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi có thể đặt lịch khám Phục hồi chức năng ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Phục hồi chức năng qua website hoặc tổng đài.
Khoa Hô hấp làm việc khi nào?,"Khoa Hô hấp làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Tôi có thể đặt lịch khám Da liễu ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Da liễu qua website hoặc tổng đài.
Dịch vụ khám tổng quát có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ khám tổng quát."
Tôi có thể đặt lịch khám Nội ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Nội qua website hoặc tổng đài.
Khoa Hô hấp làm việc khi nào?,"Khoa Hô hấp làm việc từ Thứ Hai đến Thứ Bảy, 7h30 - 17h."
Giá khám ở khoa Hô hấp là bao nhiêu?,Chi phí khám ở khoa Hô hấp phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi có thể đặt lịch khám Phục hồi chức năng ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Phục hồi chức năng qua website hoặc tổng đài.
Tôi muốn gặp bác sĩ chuyên về viêm phổi,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Da liễu.
"Tôi bị sốt, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tiêu hóa để được bác sĩ thăm khám.
"Tôi bị sụt cân, đau đầu, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
"Tôi bị mẩn đỏ, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Sản để được bác sĩ thăm khám.
Bệnh viện có khoa Y học cổ truyền không?,"Có, bệnh viện có chuyên khoa Y học cổ truyền."
Triệu chứng đau bụng có nguy hiểm không?,Triệu chứng đau bụng có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Tôi cần tư vấn về cao huyết áp,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về cao huyết áp.
Giá khám ở khoa Sản là bao nhiêu?,Chi phí khám ở khoa Sản phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Tôi muốn gặp bác sĩ chuyên về tiểu đường,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Phục hồi chức năng.
"Tôi bị sốt, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Tai Mũi Họng để được bác sĩ thăm khám.
Tôi muốn gặp bác sĩ chuyên về tiểu đường,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Nội.
Giá khám ở khoa Tai Mũi Họng là bao nhiêu?,Chi phí khám ở khoa Tai Mũi Họng phụ thuộc vào dịch vụ. Vui lòng tham khảo tại quầy.
Dịch vụ điều trị vật lý trị liệu có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ điều trị vật lý trị liệu."
Tôi cần tư vấn về viêm da,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về viêm da.
"Tôi bị đau khớp, tiêu chảy, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Tôi cần tư vấn về trầm cảm,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về trầm cảm.
"Tôi bị đau lưng, ngứa, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
"Tôi bị ngứa, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Ngoại để được bác sĩ thăm khám.
Tôi muốn gặp bác sĩ chuyên về viêm gan,Bạn vui lòng đặt lịch với bác sĩ chuyên khoa Sản.
Tôi cần tư vấn về đau dạ dày,Vui lòng cung cấp thêm thông tin để tôi hỗ trợ về đau dạ dày.
Tôi có thể đặt lịch khám Nhi ở đâu?,Bạn có thể đặt lịch khám chuyên khoa Nhi qua website hoặc tổng đài.
"Tôi bị ngứa, đau bụng, tôi nên làm gì?",Bạn nên đến bệnh viện khám ngay để được chẩn đoán kịp thời.
Bệnh viện có khoa Y học cổ truyền không?,"Có, bệnh viện có chuyên khoa Y học cổ truyền."
"Tôi bị đau ngực, nên khám ở khoa nào?",Bạn nên đến chuyên khoa Sản để được bác sĩ thăm khám.
Triệu chứng mẩn đỏ có nguy hiểm không?,Triệu chứng mẩn đỏ có thể liên quan đến bệnh lý. Bạn nên đi khám sớm.
Dịch vụ xét nghiệm máu có tại bệnh viện không?,"Có, bệnh viện có cung cấp dịch vụ xét nghiệm máu."
